LOC100693400	LG8_24:5686064-5688370
LOC102082386	LG11:20859016-20863842
LOC102081744	UNK41:270623-273335
LOC102078834	UNK43:975810-995348
LOC100698655	UNK1:241762-251399
LOC100692154	LG19:10041213-10047889
LOC100705124	LG23:19368403-19374468
LOC100693933	LG9:15320031-15397324
LOC100696669,LOC100696405	UNK75:88359-106178
LOC100700945,LOC100694002	LG17:4661113-4696070
LOC102079507	UNK106:331537-337153
LOC100708025	LG6:6729323-6741649
setd5	LG5:1742764-1774397
LOC100695013	LG5:18408068-18460006
LOC102080867	UNK147:354543-355867
sod	LG15:13894921-13897749
ikbkap	LG2:4084538-4099284
LOC100690497	UNK29:1014305-1016252
LOC100708741	UNK35:1400385-1406696
LOC100710300	LG8_24:19338277-19385667
LOC102082341	LG6:7493209-7521751
LOC102078467	LG5:3623852-3626334
LOC102078623	LG19:23658620-23758516
LOC100700407	LG11:7184978-7187822
LOC100704806,thop1	LG7:12315418-12331599
LOC100699324,LOC100699054	LG7:36697304-36710590
LOC102080525	LG14:1785446-1788169
LOC102078191,LOC102082486	LG18:8497431-8583126
LOC100699157	UNK35:842950-844219
LOC102079780,LOC100702066,LOC102077172	LG7:3613070-3635902
LOC100701163	LG7:9198903-9212356
LOC100703312	UNK176:215009-232998
LOC100708629	LG6:19165997-19169848
LOC100711965	UNK50:905882-939211
LOC102083285	LG12:24534172-24547365
LOC100701924	LG8_24:26118824-26124029
myo5b	LG7:35022449-35068010
LOC102076978	LG20:2267486-2269967
LOC100693839	LG14:14986614-15009793
LOC100710021	LG8_24:9846688-9905270
LOC102081877	LG20:1542440-1547601
LOC102075829	UNK31:992135-1000044
LOC100691637	LG22:5485244-5502560
LOC100712448	LG4:20390548-20395709
LOC100711762	LG16_21:4616085-4632578
LOC100703349	LG19:19358207-19408736
LOC100708393	LG20:4918362-4990347
LOC102083231	LG18:21254172-21269372
LOC100709954	LG5:19526361-19532722
LOC100709314	LG23:13238129-13240560
LOC102082535	UNK4209:178-1347
LOC100703548	LG3:2840947-2846781
LOC100709273	LG16_21:27593291-27700466
LOC100709160	LG12:10136625-10164850
LOC100694224	LG1:10473983-10482497
LOC102079412	UNK46:784736-785611
LOC100699881	LG1:24332387-24343612
LOC100710610	LG6:5688374-5700098
LOC100700467	LG12:7531852-7536854
LOC100693376	LG1:17541337-17555578
LOC102081364	LG1:28210418-28216635
LOC100693235	LG4:21948341-21965977
LOC100697070	LG6:19383371-19401320
LOC100707517	LG7:45097856-45119958
LOC100701983	LG15:18861532-18878636
LOC100690902	LG7:37505300-37512415
LOC100706210	LG12:10913418-10915584
LOC100697509	LG12:30073955-30107560
LOC102077621	LG14:4943801-4945818
LOC100708312	LG8_24:12821001-12832158
LOC100690565	LG18:18986361-19018027
LOC102082854,LOC100708662	UNK28:237967-276240
LOC100693639,LOC100693375	LG10:15598153-15612232
utrn	LG15:14727086-14914921
LOC100697486	LG23:14863301-14870018
LOC102077168	LG1:20211657-20212898
LOC100710651	LG13:18534212-18540806
LOC100696900	LG15:14260018-14323310
LOC102083230	LG6:11835619-11838627
LOC100691463	LG12:4159008-4172307
LOC100704648	UNK38:1215266-1224557
LOC102082404	UNK191:162347-164365
LOC100703660	UNK56:470349-495189
LOC100711534	UNK299:186132-202220
LOC100691701	UNK709:85-2059
LOC102078174	UNK418:54664-64003
LOC100707554	LG3:3311341-3313076
LOC100706151,LOC100692642	UNK14:858433-873982
LOC100695898	UNK2541:460-1648
LOC100705568	LG7:41583873-41604431
LOC100695219	LG16_21:15939821-15943632
LOC100700469	LG1:4686064-4694146
LOC100698712	UNK88:449764-458348
LOC100708232	LG7:4973424-4996313
LOC100700587	LG7:35210298-35215655
LOC102076517	LG4:3129198-3130516
LOC102079284	LG6:4745418-4779113
LOC100707031	LG14:16189606-16192501
LOC100710960	LG11:3126466-3150071
LOC102078487	LG22:25878803-25888213
LOC102080111,LOC102080193	LG7:31445889-31460028
LOC100709499	LG5:12215677-12240111
cct6a	UNK3:3601417-3607072
LOC100702789	LG5:14329886-14353878
ano6	LG17:23864564-23889683
LOC100703253	LG9:9357358-9360944
LOC100694867	UNK2:224113-230967
LOC100709830	LG10:4735187-4754535
LOC102081505	LG11:33433363-33438633
LOC102077592	UNK3752:74-636
LOC100694738	UNK369:22214-71286
LOC102079254	UNK7:1837289-1842632
LOC100695927	UNK3:2828056-2842408
LOC100703279	LG3:2822436-2823923
LOC100690754	LG6:18138853-18145583
LOC100710224	LG4:23465388-23467520
LOC100707883	LG2:7331185-7377746
LOC100692160	LG7:22924100-22927649
LOC100704026	UNK59:310712-311590
LOC100704301	LG22:25618208-25657400
LOC100709852	LG23:17383897-17419771
LOC100706264	LG15:19634056-19647854
LOC102079380	UNK37:1027971-1029739
LOC100707719	LG10:10973900-10982443
LOC100705867	UNK4:2503506-2509238
LOC102083095	LG4:19715354-19717567
LOC100708432	LG15:4076123-4085545
LOC100702092	LG7:27530597-27543803
LOC100700555	LG17:23893737-23902163
LOC100702408	LG22:25450825-25456351
mb21d2	LG14:31033053-31044073
LOC100706814	LG2:14126073-14135613
LOC102077997	LG16_21:14493581-14494790
LOC100697954	LG7:46941821-46965259
LOC100698502	LG11:17183838-17185334
LOC100692367	LG4:1724998-1727863
LOC100696033	UNK20:352745-372748
LOC100696514	LG15:22014684-22066235
LOC102078522	LG16_21:33981815-33985740
kif5b	LG18:22624814-22648700
LOC100692224	LG18:25851706-25879244
LOC100698055	LG15:8563301-8571796
LOC100710081	LG6:5643877-5668354
LOC100690620	LG8_24:10513738-10514629
LOC100700639	LG2:14847367-14854817
LOC102079916	LG18:25537682-25541998
LOC102076288	LG19:19937802-19939994
LOC100710702	LG12:25597259-25603100
LOC100711334	LG12:1107085-1109642
LOC100706371	LG4:6359168-6367627
LOC100690496	UNK31:1319015-1332240
LOC102082316	LG23:4294843-4296447
LOC100702353	LG12:32039862-32062629
LOC102081462	UNK203:132552-143197
LOC102075835	UNK176:148863-152119
LOC102078606	LG16_21:7454373-7455534
LOC100698983	LG3:941705-956126
LOC102077350	UNK85:457917-466153
LOC100712217	LG17:2518741-2523370
LOC100691253	LG4:17747487-17769570
LOC102080761,LOC102080703	LG11:20537761-20600877
LOC100700926	UNK7:111918-115097
LOC100692041	LG13:3574130-3578422
LOC100697201	LG14:2163029-2168324
LOC102081175	LG13:28798315-28805672
LOC100696055	LG8_24:10901899-10922308
LOC100698462	UNK4256:7-1324
LOC102082056,LOC100706631	LG5:17037356-17056238
LOC100709765	LG14:11293723-11303592
LOC100706673	LG7:15847807-15864191
LOC100690357	LG23:12839205-12844835
aldh1l2	LG17:7144634-7162837
LOC102078142,LOC100698120	LG23:20462151-20562146
LOC102082510	LG13:11359057-11359394
LOC100693362	LG11:26372864-26394561
LOC100698965	LG6:2406485-2419110
LOC100708305	LG1:20260710-20264081
LOC102081136	UNK147:412629-414776
LOC102077909	UNK268:23475-33853
LOC100712030	LG16_21:11132722-11182024
LOC100693519,LOC100693781	LG17:30796099-30835924
polr1b	LG13:11486752-11494442
LOC100701068	LG9:17495914-17509777
LOC102075993	LG12:23659258-23660125
LOC102082328	LG7:31849084-31871006
LOC100697476	LG13:22866439-22870111
LOC102079459	LG12:32967942-32969511
LOC102082966	UNK150:170113-174236
LOC102079107	LG18:22121867-22123283
LOC100707108	LG6:13747475-13754179
LOC100696999	LG17:7163060-7167422
LOC102079963	LG1:14094874-14097311
LOC100712501	UNK63:21352-29386
LOC100695312	LG6:8160934-8198811
LOC100694567	LG11:2812417-2819235
LOC102078042	UNK74:562999-564187
LOC102076526	LG17:19383712-19388708
LOC100706243	LG9:5574852-5606591
LOC100707887	LG2:18137328-18141925
LOC100692248	LG14:9468873-9587664
LOC100698631	LG14:33984552-33988566
LOC100694177,LOC100694441	LG19:1769872-1784047
LOC102082947	UNK873:7856-8539
LOC100697191	LG11:5721434-5722365
LOC102077201	UNK134:387183-390185
LOC102077576	LG20:439122-440080
LOC100710584	UNK3:4027879-4028437
LOC102076005	UNK266:7140-10962
LOC102077656	LG13:20370736-20373498
LOC100708892	LG1:8098250-8107426
LOC100706060	LG12:14408419-14462744
LOC100711855	LG14:15219881-15228915
LOC100695411	LG6:25307986-25308486
LOC100690488	LG6:26415073-26425398
LOC102078759	LG10:11002778-11012136
LOC100711831	LG2:16828639-16886213
LOC100711695,LOC102076812	LG13:7355079-7409194
LOC100707398	LG12:13910794-13932012
LOC100707122	LG4:4317475-4360415
LOC102080133	LG17:21594290-21595969
LOC102082629	LG15:748355-765167
LOC102081078	LG6:11215791-11227471
LOC102079986	LG3:14546239-14557836
LOC102083067	LG4:9146228-9150344
LOC100695929	LG18:20947270-20953008
LOC100711084	UNK167:71066-76871
LOC100693038	UNK95:290958-300154
LOC100709797	LG11:19141759-19148764
LOC102082556,LOC100693369	LG23:10560091-10614318
LOC100709912	LG13:6299307-6306453
LOC100695017	LG1:10613045-10640570
LOC100698019	LG23:14802450-14816312
LOC102081008	LG3:10971876-10972709
LOC102083248,LOC100712533	LG1:11692252-11698934
LOC100702818	LG14:6610722-6622919
LOC100692195,LOC102078472	UNK7:1334808-1339206
LOC100697059	LG2:18249347-18255270
LOC100699335	UNK43:224423-260629
LOC100710259,LOC100709994	LG11:15482242-15489032
fubp3	LG12:33633442-33652712
LOC100696333	LG13:18521988-18531122
LOC102078463	UNK723:14240-22782
LOC100710085	LG4:4774450-4782205
LOC102082424	UNK42:935769-943794
LOC100691691	LG18:15380456-15382941
LOC100696102	LG20:21402721-21406115
LOC100704919	LG6:1069937-1086270
LOC100706696	UNK62:160840-163893
LOC100690810	LG8_24:18699613-18714966
LOC100705558	LG20:6575314-6599621
LOC100690400,LOC100702119	LG19:2234264-2254445
ap1g1	LG1:12433791-12456314
LOC100703092	LG7:17349591-17367720
LOC100704721	LG5:28388083-28404634
hhip,LOC102076523	LG6:10312113-10351259
LOC100709459	LG4:67317-68453
LOC100705961	LG3:6055798-6068956
LOC100701435	LG23:11362138-11367161
LOC102076767,LOC102076868,LOC100693253,LOC102076703	LG15:7850631-7879968
LOC100701184	LG16_21:21749496-21751777
LOC100705172,LOC100704903	LG3:6089133-6111588
LOC100691285	LG13:20632635-20638062
LOC102080908	UNK344:25941-32359
LOC100691376	LG6:8992082-9002702
LOC102079649	UNK450:11426-15451
LOC100706512	UNK125:226614-254661
LOC100706287	LG6:30522443-30526034
LOC100699939	LG7:12915440-12961179
LOC102079912	LG16_21:11527711-11531477
LOC100698557	UNK1:7081898-7084624
LOC102076391	LG8_24:13653282-13655952
LOC100704751	LG13:27119349-27122554
LOC102080046	LG5:9862313-9869976
LOC102076870	LG5:18181849-18187999
cck-1	LG22:25775409-25778637
LOC100691519	LG5:16255722-16263421
LOC102082355	LG6:20898963-20899652
LOC102076287,LOC100708382	LG4:3305088-3319187
LOC100707477	LG8_24:27552728-27564237
LOC100695351	LG1:29445860-29453841
LOC100700761,LOC100701032	LG15:12318354-12366124
LOC100700745	LG8_24:25503793-25506155
LOC100694522	LG16_21:9846233-9859627
pde7a	LG9:10409250-10439324
gmcl1	LG7:19541500-19551095
LOC102077060	UNK7:2673682-2674045
LOC100698707	LG16_21:1527453-1537456
LOC102083069	UNK6:1930447-1989859
LOC100699458	LG15:22557712-22567580
LOC100700041	LG14:18148658-18151213
LOC100710598	LG11:29732043-29762305
trak1	LG6:25763221-25775657
LOC100700821	LG16_21:21648770-21650216
LOC102076794	UNK492:75472-79324
LOC100693979	LG7:15219584-15252079
LOC100706496	LG19:531680-534611
LOC100691578	LG11:24806747-24828645
LOC100691086	LG20:30144275-30182802
LOC100534411	LG19:19420963-19424303
LOC100705154	LG20:26053784-26058940
LOC100690140	LG15:9519528-9521069
LOC100696926	LG16_21:8003316-8052571
LOC102079717	LG23:2222628-2247754
LOC102082654	LG19:16421536-16444502
LOC100691338	LG5:19098285-19105964
adamts9	LG5:12053385-12093162
LOC100703763	LG22:25527105-25527648
LOC100708729	LG12:12027548-12032399
LOC100702621,LOC102077724,LOC100702087,LOC100702350	LG11:11896605-11937682
LOC100690467	LG7:48315436-48319705
LOC100709979	LG6:19409102-19417638
pappa2	LG18:1965641-2065168
LOC102080369,clec16a,LOC100706318	LG4:5080591-5148337
LOC100701743,LOC100691819	LG14:4518373-4528994
LOC100709336	LG19:16463412-16466085
arhgap39	LG17:11368614-11424882
LOC100705369	UNK59:819923-824841
LOC100694588	LG9:5918532-5926610
LOC102080118	UNK27:721503-771822
LOC100695057	LG18:163094-171658
LOC100695358	LG18:7978512-7983487
LOC100701599,LOC100701875	LG1:18569106-18653214
LOC102080738	LG16_21:6615242-6616748
LOC100703814	LG20:25709305-25752718
LOC102081579	LG23:17076641-17079826
LOC100700567	LG20:26372174-26381285
LOC100700849	LG6:12243606-12253958
LOC100690036	LG6:24617799-24644970
LOC100703209	UNK44:675250-679058
LOC100707976	LG4:24175951-24195737
LOC102076709,LOC100702296	LG16_21:14126658-14143621
LOC102082090	LG8_24:24438958-24450423
LOC102077415	UNK288:68636-68902
LOC100692732	LG12:23241806-23267311
LOC100698991	LG20:10062778-10065901
LOC100699965	LG15:13607875-13662213
LOC102078446	UNK29:1401337-1402949
LOC102078391	UNK144:241217-245158
LOC100690348	UNK155:232524-241747
LOC100695193	UNK334:3303-4478
LOC100709727	LG3:5308890-5365802
LOC100696162	UNK1:6639274-6645700
LOC100696468	UNK8:1009092-1019307
LOC100706147	LG17:18560474-18575811
LOC102082229	UNK3505:465-1541
LOC102076261	LG16_21:6579577-6580079
LOC100694083,LOC102079999,LOC100694355	UNK8:2332958-2353703
LOC102075676	UNK11:2326308-2327689
LOC102077344,LOC100704063	LG11:32473534-32485972
LOC100692615	LG12:29861460-29899080
plcb3	LG3:5956422-6008082
LOC100704968	LG6:21753665-21756546
LOC102078810	LG17:680677-682184
LOC102081123	LG6:2422945-2426368
LOC102080391	LG8_24:24870306-24873235
nlgn3	LG2:21307958-21437322
LOC100701896	LG14:12283569-12302554
LOC100708184	UNK7:1876418-1895125
LOC100694419	LG18:21608595-21612290
LOC102082572	UNK26:123536-132332
LOC100705233,LOC102082883	LG19:19776805-19812975
LOC102078030,LOC102078800	LG7:37378324-37390351
LOC102082463	UNK228:119058-124275
LOC102077880	UNK153:250856-253039
LOC100694972	LG4:4152406-4156864
LOC100701685	UNK53:921557-926064
LOC100689969	LG22:25315224-25316395
LOC102079651	LG16_21:18815814-18831954
LOC100705395	LG7:46225234-46226401
LOC102082158	LG18:15389961-15399070
LOC100705934	LG22:20065025-20068836
LOC102081140	UNK257:220925-230943
LOC100703560	LG7:35769337-35773759
LOC102083328	LG5:5105514-5114646
dlx2a	LG16_21:16095959-16097801
LOC100709365	LG14:21150297-21160498
LOC102080994	LG14:29280041-29303948
LOC100694551	UNK41:1166071-1176835
LOC100697769,LOC102078806	LG14:9047216-9084641
LOC100709114	LG1:20303786-20311744
LOC100697610	LG6:30432636-30437422
LOC100710775	LG22:23479985-23487303
stt3b	LG22:7537867-7634578
LOC100707331	LG9:15595761-15692758
LOC100701234	UNK90:488694-514654
klhl4	LG2:15843458-15867829
LOC100710917,LOC100711182	LG13:18483271-18509444
LOC100694815	UNK29:1115352-1122536
LOC100703139	LG7:31721422-31723542
LOC100694733	LG13:21910830-21916747
LOC102082569,LOC102082735,LOC102082703,LOC100691880	LG8_24:14122887-14182817
LOC100705679	LG12:6441966-6448485
LOC100691015	LG20:19849506-19862126
LOC102079116	UNK324:51561-53206
LOC100698512	LG7:36686140-36696424
nr2c2	LG20:12981094-12993724
LOC102079122	LG7:41339018-41344331
dopey1	LG11:9106213-9134116
LOC100710725	UNK251:2969-222959
LOC102081922	LG16_21:22742661-22746141
LOC100698898	LG18:3906422-3914079
LOC100701417	UNK88:66552-103846
LOC100711983	LG20:7700619-7733296
ttc28	LG12:10329391-10510306
LOC100690709	UNK361:52594-59528
LOC100709065	LG19:16475870-16512138
LOC102082575	LG6:34544460-34547854
scube3,LOC102081683	LG20:10695712-10778591
LOC102075631	UNK410:8708-40732
LOC100694882	LG12:23893704-23911414
LOC100690184,LOC100712536	LG19:8827685-8837707
LOC100696344	LG19:7498149-7507114
LOC100695203	LG8_24:18106810-18111015
LOC100709697	LG17:29490367-29502665
LOC100698831	LG14:8134850-8152790
LOC100697904	UNK32:1070631-1074394
LOC102082753	UNK866:6814-7706
LOC100701967	LG18:5174387-5198796
LOC102079554,LOC102079619	UNK4:2573933-2581189
LOC100699511	UNK30:1207668-1223767
LOC100705066	UNK3:1332375-1339292
LOC100709484	UNK671:30087-33672
ncstn	LG18:20967730-20983114
LOC100705551	UNK131:318272-322976
LOC100690797	UNK2415:6-1956
LOC100694610	LG14:31496835-31497675
LOC100703479	LG15:13458852-13463580
LOC102077429	UNK4:3030890-3054018
LOC100692937	LG1:22868375-22901168
LOC100703906	LG12:22498799-22505768
LOC100711336	LG13:6773012-6774585
mmp2	LG1:20768620-20782360
LOC100694909	LG18:25673732-25684378
LOC102081670	LG15:473495-480910
acad8	LG14:20299530-20305561
LOC100703649	LG16_21:27861333-27868313
LOC102077015,LOC100712588	LG23:3182128-3265535
LOC100698340	LG12:21823339-21884933
LOC100690110	LG5:2132436-2144840
LOC100694488	LG4:17381493-17385638
LOC102079876,LOC102079936	UNK11:1378172-1387566
LOC102079408	LG13:1069254-1074226
LOC102082884	LG11:30891785-30894137
LOC100698310	LG22:13701590-13716796
LOC100696972	LG9:11077183-11094886
LOC100709004	LG20:17287180-17337169
LOC100703169	LG7:46893150-46898860
LOC100696947	UNK199:50869-257830
LOC100702274	LG5:20613697-20618669
LOC100711653	LG19:16004945-16011077
LOC100701919	LG16_21:16828548-16832684
LOC102079471	UNK21:500438-504896
LOC100695871	LG2:18896434-18902046
LOC100696612	LG22:13991773-13994918
LOC100691245	LG7:34384477-34391214
LOC102077756	LG7:14329860-14463457
LOC100700049	UNK38:588451-590974
LOC102080854	LG12:11105302-11108228
LOC100708570	LG13:7442578-7444540
dusp16	LG17:12094647-12108192
LOC100700894	LG4:22538689-22545611
LOC100706750	LG16_21:17586950-17590543
LOC102077144	UNK580:33722-37051
LOC100706437	LG13:26584537-26588426
LOC100705548	LG8_24:13388036-13415259
LOC102076269	LG23:20203391-20212780
LOC102080856	LG12:23069955-23074734
LOC100695611	UNK75:22835-46495
vps13d	UNK221:169752-299409
LOC102082786	UNK333:32288-48352
LOC102081083	LG19:12459663-12507346
LOC100693818	LG12:27997695-27998463
LOC100699477	UNK2:3562041-3580133
LOC100701740	LG5:25283694-25296731
LOC102082427	UNK84:371837-374196
LOC100695478	LG15:109342-112464
LOC100695307	LG17:14198023-14202416
LOC100708048,LOC102075869	UNK387:66702-137008
LOC102082310	LG20:1673860-1674728
LOC100700265	LG13:12192016-12211607
LOC100694795	LG6:13596335-13599892
LOC102082083	LG2:5025226-5029662
LOC100694675	LG22:20465837-20518438
LOC100701083	LG4:6136951-6188317
LOC100698396	LG11:13206771-13212758
LOC100696004	LG4:11715328-11722306
LOC100709898,LOC102083282	LG8_24:27953671-27965128
LOC100709252	LG6:32322993-32325598
LOC100707895	LG5:4285662-4299293
LOC100693069	LG7:24018640-24022905
LOC100708745,LOC102076492,LOC102076589	LG10:8346854-8367363
LOC102079328	UNK343:41839-43519
LOC100695737,LOC100696260	LG23:7412201-7425878
LOC100692756	LG20:4764562-4802217
LOC102080164	LG7:49682029-49683036
LOC100705371	UNK69:692035-694262
LOC102077437	LG16_21:14227656-14228537
LOC100691078	LG4:8280109-8334017
LOC102080860	UNK46:1099842-1104063
LOC100695772	LG1:16041089-16043631
LOC100696350	LG12:31043856-31052827
LOC102081373	UNK170:172058-174479
nfix	LG6:19951589-20086539
LOC102080950,LOC102080882	LG19:22934924-22968166
LOC100708723	LG11:29013996-29015296
LOC100712471	LG5:26885682-26889834
LOC100695665	LG18:17779276-17788577
LOC100708446	UNK6:955768-960475
kif16b	LG6:35141125-35163131
LOC102079055	LG1:13770392-13782280
LOC100706504	LG2:20107995-20109341
LOC100698715	LG18:5698972-5701913
utp20	LG17:29458386-29484317
LOC100704964	UNK3:3591625-3600920
LOC102080600	UNK365:54085-55530
LOC102082495	UNK5160:111-1028
LOC100711639	LG8_24:15270616-15281164
LOC102081379	UNK332:46730-47248
LOC100706183	LG20:11407973-11424082
LOC100702007,LOC102081726	UNK2:94658-143690
LOC102079492,LOC100702452	LG4:12338182-12343622
LOC100693690	LG13:28014897-28018724
LOC100696574	LG16_21:34310146-34331546
LOC100700662	LG5:34809057-34810835
LOC100702656	UNK14:2129427-2131259
LOC102079151	LG22:6597371-6601088
LOC102077237	UNK102:264790-283536
LOC100710596	LG11:15761089-15767911
LOC100699663	LG6:36217441-36261034
LOC100706678	LG19:4253628-4255661
LOC100691572	UNK28:1255798-1347955
LOC100705881	LG6:16519997-16522624
LOC102081055	UNK298:104864-106088
LOC102075974	LG8_24:12391121-12415817
LOC102078427	LG11:13768147-13769657
LOC102080116	LG6:14928013-14928976
LOC100690970	LG13:3580250-3587294
LOC102081510	UNK39:697297-699586
LOC100708045	LG20:11994375-11997114
LOC102083052	LG20:30450061-30453598
LOC100707475	LG6:16660188-16769098
LOC100712253	LG19:18485445-18486745
ddr2	UNK14:302767-312943
LOC102079778	LG11:2569025-2571348
LOC102080208	UNK189:92834-97650
LOC102077129	LG11:16551348-16585651
LOC102076824	LG22:18193358-18202667
LOC102080898	UNK41:69783-81389
LOC100534468,LOC102076375	LG8_24:26603122-26657843
LOC100692258	LG1:8690848-8693818
LOC102076864	UNK714:6-788
LOC100705161	LG11:27136258-27149139
